row_id,label_ai
355,deployment
356,boilerplate
357,governance
358,boilerplate
359,boilerplate
360,boilerplate
361,boilerplate
362,boilerplate
363,governance
364,deployment
365,boilerplate
366,boilerplate
367,boilerplate
368,boilerplate
369,governance
370,boilerplate
371,governance
372,boilerplate
373,governance
374,boilerplate
375,boilerplate
376,boilerplate
377,boilerplate
378,boilerplate
379,boilerplate
380,deployment
381,boilerplate
382,boilerplate
383,boilerplate
384,boilerplate
385,other
386,boilerplate
387,boilerplate
388,boilerplate
389,boilerplate
390,boilerplate
391,deployment
392,deployment
393,deployment
394,governance
395,governance
396,governance
397,boilerplate
398,boilerplate
399,boilerplate
400,deployment
401,boilerplate
402,boilerplate
403,deployment
404,governance
405,deployment
406,deployment
407,governance
408,other
409,other
410,boilerplate
411,boilerplate
412,boilerplate
413,boilerplate
414,deployment
415,deployment
416,governance
417,governance
418,deployment
419,other
420,intent
421,other
422,boilerplate
423,boilerplate
424,intent
425,other
426,boilerplate
427,deployment
428,boilerplate
429,intent
430,intent
431,boilerplate
432,boilerplate
433,boilerplate
434,boilerplate
435,boilerplate
436,boilerplate
437,intent
438,boilerplate
439,boilerplate
440,boilerplate
441,boilerplate
442,boilerplate
443,boilerplate
444,boilerplate
445,boilerplate
446,boilerplate
447,boilerplate
448,boilerplate
449,other
450,boilerplate
451,boilerplate
452,boilerplate
453,governance
454,boilerplate
455,boilerplate
456,boilerplate
457,boilerplate
458,boilerplate
459,boilerplate
460,boilerplate
461,boilerplate
462,deployment
463,deployment
464,boilerplate
465,boilerplate
466,boilerplate
467,other
468,intent
469,boilerplate
470,boilerplate
471,boilerplate
472,deployment
473,deployment
474,deployment
475,governance
476,governance
477,intent
478,intent
479,deployment
480,deployment
481,governance
482,governance
483,intent
484,intent
485,deployment
486,deployment
487,deployment
488,governance
489,governance
490,deployment
491,intent
492,deployment
493,deployment
494,intent
495,deployment
496,deployment
497,boilerplate
498,boilerplate
499,other
500,intent
501,deployment
502,deployment
503,boilerplate
504,intent
505,boilerplate
506,boilerplate
507,other
508,intent
509,deployment
510,deployment
511,boilerplate
512,boilerplate
513,intent
514,intent
515,deployment
516,deployment
517,deployment
518,deployment
519,boilerplate
520,intent
521,deployment
522,deployment
523,deployment
524,governance
525,governance
526,intent
527,intent
528,deployment
529,deployment
530,governance
531,governance
532,intent
533,intent
534,deployment
535,deployment
536,deployment
537,governance
538,governance
539,deployment
540,intent
541,deployment
542,deployment
543,intent
544,deployment
545,deployment
546,boilerplate
547,boilerplate
548,other
549,intent
550,deployment
551,deployment
552,boilerplate
553,intent
554,boilerplate
555,boilerplate
556,other
557,intent
558,deployment
559,deployment
560,boilerplate
561,boilerplate
562,intent
563,intent
564,deployment
565,deployment
566,deployment
567,deployment
568,boilerplate
569,intent
570,boilerplate
571,boilerplate
572,boilerplate
573,governance
574,boilerplate
575,boilerplate
576,boilerplate
577,governance
578,boilerplate
579,boilerplate
580,boilerplate
581,governance
582,other
583,boilerplate
584,boilerplate
585,boilerplate
586,boilerplate
587,boilerplate
588,boilerplate
589,boilerplate
590,boilerplate
591,boilerplate
592,boilerplate
593,boilerplate
594,boilerplate
595,boilerplate
596,boilerplate
597,boilerplate
598,boilerplate
599,boilerplate
600,boilerplate
601,intent
602,intent
603,intent
604,boilerplate
605,intent
606,other
607,other
608,deployment
609,boilerplate
610,boilerplate
611,boilerplate
612,boilerplate
613,boilerplate
614,boilerplate
615,boilerplate
616,boilerplate
617,governance
618,boilerplate
619,boilerplate
620,intent
621,intent
622,boilerplate
623,other
624,other
625,deployment
626,boilerplate
627,boilerplate
628,boilerplate
629,boilerplate
630,boilerplate
631,governance
632,boilerplate
633,boilerplate
634,intent
635,intent
636,other
637,deployment
638,governance
639,intent
640,intent
641,other
642,deployment
643,governance
644,boilerplate
645,intent
646,deployment
647,other
648,deployment
649,governance
650,intent
651,deployment
652,other
653,governance
654,intent
655,intent
656,boilerplate
657,boilerplate
658,boilerplate
659,boilerplate
660,boilerplate
661,boilerplate
662,boilerplate
663,boilerplate
664,boilerplate
665,boilerplate
666,boilerplate
667,boilerplate
668,boilerplate
669,boilerplate
670,boilerplate
671,boilerplate
672,boilerplate
673,boilerplate
674,boilerplate
675,deployment
676,governance
677,boilerplate
678,boilerplate
679,governance
680,governance
681,governance
682,boilerplate
683,boilerplate
684,boilerplate
685,boilerplate
686,boilerplate
687,boilerplate
688,boilerplate
689,governance
690,boilerplate
691,governance
692,boilerplate
693,boilerplate
694,governance
695,boilerplate
696,boilerplate
697,boilerplate
698,intent
699,boilerplate
700,boilerplate
701,boilerplate
702,boilerplate
703,boilerplate
704,governance
705,boilerplate
706,boilerplate
707,governance
708,governance
709,intent
710,intent
711,boilerplate
712,boilerplate
713,boilerplate
714,governance
715,boilerplate
716,boilerplate
717,boilerplate
718,boilerplate
719,boilerplate
720,governance
721,boilerplate
722,boilerplate
723,boilerplate
724,boilerplate
725,boilerplate
726,deployment
727,boilerplate
728,boilerplate
729,boilerplate
730,boilerplate
731,boilerplate
732,boilerplate
733,boilerplate
734,boilerplate
735,boilerplate
736,boilerplate
737,boilerplate
738,governance
739,governance
740,governance
741,boilerplate
742,boilerplate
743,boilerplate
744,boilerplate
745,boilerplate
746,boilerplate
747,governance
748,boilerplate
749,governance
750,governance
751,boilerplate
752,boilerplate
753,boilerplate
754,boilerplate
755,governance
756,intent
757,intent
758,governance
759,governance
760,governance
761,boilerplate
762,boilerplate
763,boilerplate
764,governance
765,governance
766,boilerplate
767,boilerplate
768,boilerplate
769,boilerplate
770,boilerplate
771,boilerplate
772,governance
773,governance
774,governance
775,governance
776,boilerplate
777,boilerplate
778,boilerplate
779,boilerplate
780,boilerplate
781,governance
782,governance
783,boilerplate
784,boilerplate
785,boilerplate
786,boilerplate
787,boilerplate
788,boilerplate
789,governance
790,governance
791,boilerplate
792,boilerplate
793,governance
794,governance
795,governance
796,governance
797,boilerplate
798,boilerplate
799,boilerplate
800,governance
801,governance
802,other
803,boilerplate
804,boilerplate
805,boilerplate
806,boilerplate
807,governance
808,boilerplate
809,other
810,boilerplate
811,governance
812,intent
813,intent
814,intent
815,intent
816,governance
817,governance
818,boilerplate
819,governance
820,governance
821,boilerplate
822,governance
823,governance
824,governance
825,deployment
826,deployment
827,other
828,other
829,boilerplate
830,boilerplate
831,other
832,governance
833,other
834,boilerplate
835,boilerplate
836,intent
837,governance
838,governance
839,deployment
840,boilerplate
841,boilerplate
842,intent
843,governance
844,other
845,boilerplate
846,deployment
847,other
848,other
849,other
850,other
851,boilerplate
852,boilerplate
853,boilerplate
854,other
855,other
856,other
857,other
858,other
859,other
860,boilerplate
861,boilerplate
862,boilerplate
863,other
864,other
865,other
866,other
867,other
868,other
869,other
870,other
871,other
872,other
873,other
874,other
875,other
876,other
877,other
878,boilerplate
879,boilerplate
880,boilerplate
881,other
882,other
883,other
884,other
885,deployment
886,other
887,other
888,governance
889,boilerplate
890,other
891,other
892,governance
893,boilerplate
894,other
895,other
896,boilerplate
897,boilerplate
898,other
899,other
900,boilerplate
901,governance
902,boilerplate
903,boilerplate
904,boilerplate
905,boilerplate
906,boilerplate
907,governance
908,boilerplate
909,governance
910,boilerplate
911,boilerplate
912,governance
913,boilerplate
914,boilerplate
915,boilerplate
916,boilerplate
917,governance
918,boilerplate
919,governance
920,boilerplate
921,governance
922,boilerplate
923,boilerplate
924,boilerplate
925,boilerplate
926,boilerplate
927,boilerplate
928,boilerplate
929,boilerplate
930,boilerplate
931,boilerplate
932,boilerplate
933,boilerplate
934,boilerplate
935,boilerplate
936,boilerplate
937,boilerplate
938,boilerplate
939,boilerplate
940,governance
941,boilerplate
942,boilerplate
943,boilerplate
944,governance
945,governance
946,governance
947,other
948,other
949,boilerplate
950,other
951,other
952,other
953,other
954,boilerplate
955,boilerplate
956,boilerplate
957,other
958,other
959,other
960,other
961,boilerplate
962,boilerplate
963,boilerplate
964,boilerplate
965,other
966,other
967,other
968,other
969,other
970,other
971,other
972,other
973,other
974,other
975,deployment
976,boilerplate
977,governance
978,deployment
979,boilerplate
980,governance
981,deployment
982,boilerplate
983,governance
984,intent
985,other
986,deployment
987,boilerplate
988,deployment
989,boilerplate
990,other
991,other
992,boilerplate
993,other
994,other
995,other
996,other
997,deployment
998,deployment
999,deployment
1000,deployment
1001,deployment
1002,deployment
1003,deployment
1004,deployment
1005,boilerplate
1006,boilerplate
1007,deployment
1008,deployment
1009,governance
1010,governance
1011,deployment
1012,deployment
1013,deployment
1014,governance
1015,governance
1016,boilerplate
1017,governance
1018,governance
1019,governance
1020,governance
1021,governance
1022,governance
1023,governance
1024,governance
1025,governance
1026,governance
1027,governance
1028,governance
1029,governance
1030,governance
1031,governance
1032,governance
1033,governance
1034,governance
1035,boilerplate
1036,governance
1037,boilerplate
1038,governance
1039,governance
1040,governance
1041,governance
1042,governance
1043,governance
1044,governance
1045,boilerplate
1046,boilerplate
1047,deployment
1048,deployment
1049,deployment
1050,governance
1051,governance
1052,boilerplate
1053,governance
1054,governance
1055,governance
1056,governance
1057,governance
1058,governance
1059,governance
1060,governance
1061,governance
1062,governance
1063,governance
1064,governance
1065,governance
1066,governance
1067,governance
1068,governance
1069,governance
1070,governance
1071,governance
1072,boilerplate
1073,boilerplate
1074,boilerplate
1075,governance
1076,boilerplate
1077,governance
1078,governance
1079,governance
1080,governance
1081,governance
1082,governance
1083,governance
1084,governance
1085,governance
1086,governance
1087,governance
1088,governance
1089,boilerplate
1090,boilerplate
1091,boilerplate
1092,boilerplate
1093,other
1094,other
1095,deployment
1096,deployment
1097,governance
1098,boilerplate
1099,boilerplate
1100,boilerplate
1101,boilerplate
1102,boilerplate
1103,boilerplate
1104,boilerplate
1105,boilerplate
1106,governance
1107,governance
1108,boilerplate
1109,boilerplate
1110,boilerplate
1111,boilerplate
1112,boilerplate
1113,boilerplate
1114,boilerplate
1115,boilerplate
1116,governance
1117,boilerplate
1118,other
1119,other
1120,other
1121,other
1122,deployment
1123,deployment
1124,boilerplate
1125,boilerplate
1126,boilerplate
1127,boilerplate
1128,governance
1129,governance
1130,boilerplate
1131,governance
1132,boilerplate
1133,boilerplate
1134,boilerplate
1135,other
1136,other
1137,other
1138,boilerplate
1139,boilerplate
1140,governance
1141,boilerplate
1142,governance
1143,boilerplate
1144,boilerplate
1145,boilerplate
1146,boilerplate
1147,boilerplate
1148,boilerplate
1149,boilerplate
1150,boilerplate
1151,boilerplate
1152,boilerplate
1153,boilerplate
1154,boilerplate
1155,boilerplate
1156,boilerplate
1157,boilerplate
1158,boilerplate
1159,boilerplate
1160,deployment
1161,boilerplate
1162,boilerplate
1163,boilerplate
1164,deployment
1165,deployment
1166,boilerplate
1167,boilerplate
1168,governance
1169,boilerplate
1170,governance
1171,boilerplate
1172,boilerplate
1173,boilerplate
1174,deployment
1175,deployment
1176,deployment
1177,boilerplate
1178,boilerplate
1179,governance
1180,boilerplate
1181,deployment
1182,boilerplate
1183,deployment
1184,deployment
1185,deployment
1186,deployment
1187,deployment
1188,deployment
1189,deployment
1190,deployment
1191,deployment
1192,deployment
1193,deployment
1194,deployment
1195,deployment
1196,deployment
1197,deployment
1198,deployment
1199,boilerplate
1200,boilerplate
1201,boilerplate
1202,governance
1203,governance
1204,boilerplate
1205,boilerplate
1206,boilerplate
1207,boilerplate
1208,boilerplate
1209,boilerplate
1210,boilerplate
1211,boilerplate
1212,boilerplate
1213,boilerplate
1214,boilerplate
1215,boilerplate
1216,boilerplate
1217,boilerplate
1218,boilerplate
1219,boilerplate
1220,boilerplate
1221,boilerplate
1222,boilerplate
1223,boilerplate
1224,boilerplate
1225,boilerplate
1226,intent
1227,intent
1228,governance
1229,boilerplate
1230,governance
1231,governance
1232,intent
1233,intent
1234,deployment
1235,governance
1236,governance
1237,governance
1238,governance
1239,boilerplate
1240,intent
1241,intent
1242,boilerplate
1243,boilerplate
1244,governance
1245,governance
1246,governance
1247,governance
1248,governance
1249,governance
1250,boilerplate
1251,intent
1252,intent
1253,boilerplate
1254,boilerplate
1255,boilerplate
1256,intent
1257,boilerplate
1258,boilerplate
1259,boilerplate
1260,other
1261,other
1262,boilerplate
1263,boilerplate
1264,other
1265,other
1266,intent
1267,intent
1268,boilerplate
1269,boilerplate
1270,boilerplate
1271,deployment
1272,boilerplate
1273,boilerplate
1274,boilerplate
1275,intent
1276,boilerplate
1277,boilerplate
1278,boilerplate
1279,boilerplate
1280,governance
1281,boilerplate
1282,deployment
1283,intent
1284,intent
1285,intent
1286,deployment
1287,intent
1288,deployment
1289,intent
1290,intent
1291,boilerplate
1292,boilerplate
1293,boilerplate
1294,intent
1295,boilerplate
1296,boilerplate
1297,boilerplate
1298,deployment
1299,intent
1300,intent
1301,deployment
1302,intent
1303,deployment
1304,boilerplate
1305,boilerplate
1306,boilerplate
1307,boilerplate
1308,other
1309,deployment
1310,other
1311,other
1312,deployment
1313,boilerplate
1314,boilerplate
1315,boilerplate
1316,deployment
1317,deployment
1318,boilerplate
1319,boilerplate
1320,boilerplate
1321,deployment
1322,deployment
1323,deployment
1324,deployment
1325,boilerplate
1326,boilerplate
1327,deployment
1328,deployment
1329,deployment
1330,governance
1331,governance
1332,boilerplate
1333,governance
1334,governance
1335,governance
1336,boilerplate
1337,boilerplate
1338,intent
1339,intent
1340,deployment
1341,deployment
1342,deployment
1343,other
1344,intent
1345,deployment
1346,deployment
1347,governance
1348,governance
1349,governance
1350,boilerplate
1351,boilerplate
1352,governance
1353,governance
1354,governance
1355,governance
1356,boilerplate
1357,intent
1358,other
1359,other
1360,intent
1361,deployment
1362,deployment
1363,deployment
1364,intent
1365,intent
1366,governance
1367,governance
1368,governance
1369,governance
1370,boilerplate
1371,boilerplate
1372,governance
1373,intent
1374,boilerplate
1375,boilerplate
1376,governance
1377,boilerplate
1378,intent
1379,other
1380,other
1381,intent
1382,deployment
1383,deployment
1384,deployment
1385,deployment
1386,deployment
1387,deployment
1388,deployment
1389,deployment
1390,deployment
1391,deployment
1392,governance
1393,governance
1394,governance
1395,governance
1396,boilerplate
1397,boilerplate
1398,governance
1399,intent
1400,boilerplate
1401,governance
1402,governance
1403,boilerplate
1404,governance
1405,intent
1406,deployment
1407,deployment
1408,deployment
1409,deployment
1410,deployment
1411,governance
1412,other
1413,boilerplate
1414,boilerplate
1415,deployment
1416,deployment
1417,deployment
1418,deployment
1419,governance
1420,deployment
1421,deployment
1422,deployment
1423,boilerplate
1424,boilerplate
1425,boilerplate
1426,boilerplate
1427,boilerplate
1428,boilerplate
1429,boilerplate
1430,boilerplate
1431,boilerplate
1432,boilerplate
1433,boilerplate
1434,boilerplate
1435,boilerplate
1436,deployment
1437,boilerplate
1438,boilerplate
1439,boilerplate
1440,deployment
1441,deployment
1442,deployment
1443,boilerplate
1444,deployment
1445,boilerplate
1446,boilerplate
1447,boilerplate
1448,boilerplate
1449,deployment
1450,deployment
1451,boilerplate
1452,boilerplate
1453,boilerplate
1454,boilerplate
1455,deployment
1456,deployment
1457,boilerplate
1458,boilerplate
1459,boilerplate
1460,boilerplate
1461,boilerplate
1462,boilerplate
1463,boilerplate
1464,boilerplate
1465,boilerplate
1466,boilerplate
1467,boilerplate
1468,boilerplate
1469,boilerplate
1470,boilerplate
1471,boilerplate
1472,boilerplate
1473,boilerplate
1474,boilerplate
1475,other
1476,other
1477,intent
1478,intent
1479,deployment
1480,deployment
1481,deployment
1482,boilerplate
1483,boilerplate
1484,boilerplate
1485,deployment
1486,deployment
1487,deployment
1488,boilerplate
1489,deployment
1490,deployment
1491,deployment
1492,deployment
1493,deployment
1494,other
1495,boilerplate
1496,boilerplate
1497,deployment
1498,deployment
1499,intent
1500,intent
1501,boilerplate
1502,deployment
1503,deployment
1504,intent
1505,intent
1506,deployment
1507,deployment
1508,intent
1509,intent
1510,intent
1511,deployment
1512,deployment
1513,intent
1514,deployment
1515,deployment
1516,intent
1517,boilerplate
1518,other
1519,deployment
1520,deployment
1521,deployment
1522,boilerplate
1523,governance
1524,governance
1525,governance
1526,boilerplate
1527,boilerplate
1528,boilerplate
1529,boilerplate
1530,boilerplate
1531,boilerplate
1532,boilerplate
1533,boilerplate
1534,boilerplate
1535,boilerplate
1536,boilerplate
1537,boilerplate
1538,boilerplate
1539,boilerplate
1540,boilerplate
1541,boilerplate
1542,boilerplate
1543,boilerplate
1544,boilerplate
1545,boilerplate
1546,boilerplate
1547,boilerplate
1548,boilerplate
1549,boilerplate
1550,boilerplate
1551,boilerplate
1552,boilerplate
1553,boilerplate
1554,boilerplate
1555,boilerplate
1556,boilerplate
1557,boilerplate
1558,boilerplate
1559,boilerplate
1560,boilerplate
1561,boilerplate
1562,boilerplate
1563,boilerplate
1564,deployment
1565,boilerplate
1566,boilerplate
1567,boilerplate
1568,boilerplate
1569,boilerplate
1570,boilerplate
1571,boilerplate
1572,boilerplate
1573,boilerplate
1574,boilerplate
1575,boilerplate
1576,boilerplate
1577,boilerplate
1578,boilerplate
1579,boilerplate
1580,boilerplate
1581,boilerplate
1582,boilerplate
1583,boilerplate
1584,boilerplate
1585,boilerplate
1586,boilerplate
1587,other
1588,boilerplate
1589,boilerplate
1590,boilerplate
1591,boilerplate
1592,boilerplate
1593,boilerplate
1594,boilerplate
1595,boilerplate
1596,boilerplate
1597,intent
1598,boilerplate
1599,boilerplate
1600,boilerplate
1601,deployment
1602,governance
1603,governance
1604,governance
1605,boilerplate
1606,boilerplate
1607,boilerplate
1608,boilerplate
1609,governance
1610,governance
1611,boilerplate
1612,boilerplate
1613,boilerplate
1614,governance
1615,governance
1616,boilerplate
1617,boilerplate
1618,governance
1619,boilerplate
1620,governance
1621,deployment
1622,intent
1623,boilerplate
1624,boilerplate
1625,boilerplate
1626,boilerplate
1627,boilerplate
1628,boilerplate
1629,deployment
1630,intent
1631,boilerplate
1632,boilerplate
1633,governance
1634,governance
1635,deployment
1636,deployment
1637,boilerplate
1638,deployment
1639,other
1640,deployment
1641,deployment
1642,boilerplate
1643,boilerplate
1644,intent
1645,intent
1646,boilerplate
1647,boilerplate
1648,other
1649,deployment
1650,deployment
1651,deployment
1652,other
1653,deployment
1654,other
1655,other
1656,other
1657,other
1658,other
1659,other
1660,other
1661,other
1662,other
1663,other
1664,boilerplate
1665,other
1666,boilerplate
1667,other
1668,boilerplate
1669,boilerplate
1670,intent
1671,intent
1672,boilerplate
1673,boilerplate
1674,boilerplate
1675,other
1676,boilerplate
1677,boilerplate
1678,boilerplate
1679,other
1680,boilerplate
1681,boilerplate
1682,boilerplate
1683,boilerplate
1684,boilerplate
1685,boilerplate
1686,boilerplate
1687,boilerplate
1688,boilerplate
1689,boilerplate
1690,boilerplate
1691,boilerplate
1692,governance
1693,boilerplate
1694,other
1695,boilerplate
1696,boilerplate
1697,boilerplate
1698,boilerplate
1699,boilerplate
1700,boilerplate
1701,other
1702,other
1703,other
1704,other
1705,boilerplate
1706,boilerplate
1707,boilerplate
1708,boilerplate
1709,governance
1710,other
1711,other
1712,other
1713,boilerplate
1714,boilerplate
1715,boilerplate
1716,governance
1717,other
1718,other
1719,other
1720,other
1721,other
1722,other
1723,other
1724,other
1725,other
1726,other
1727,other
1728,other
1729,other
1730,other
1731,other
1732,other
1733,other
1734,boilerplate
1735,deployment
1736,deployment
1737,boilerplate
1738,boilerplate
1739,boilerplate
1740,other
1741,boilerplate
1742,boilerplate
1743,intent
1744,intent
1745,deployment
1746,other
1747,intent
1748,intent
1749,intent
1750,deployment
1751,boilerplate
1752,deployment
1753,deployment
1754,deployment
1755,deployment
1756,deployment
1757,deployment
1758,deployment
1759,deployment
1760,deployment
1761,deployment
1762,deployment
1763,deployment
1764,deployment
1765,deployment
1766,deployment
1767,deployment
1768,deployment
1769,deployment
1770,other
1771,boilerplate
1772,boilerplate
1773,boilerplate
1774,boilerplate
1775,boilerplate
1776,boilerplate
1777,boilerplate
1778,boilerplate
1779,boilerplate
1780,boilerplate
1781,boilerplate
1782,boilerplate
1783,boilerplate
1784,other
1785,other
1786,intent
1787,intent
1788,deployment
1789,deployment
1790,deployment
1791,deployment
1792,deployment
1793,boilerplate
1794,boilerplate
1795,boilerplate
1796,boilerplate
1797,boilerplate
1798,boilerplate
1799,boilerplate
1800,boilerplate
1801,intent
1802,boilerplate
1803,intent
1804,boilerplate
1805,boilerplate
1806,intent
1807,boilerplate
1808,boilerplate
1809,boilerplate
1810,boilerplate
1811,boilerplate
1812,boilerplate
1813,boilerplate
1814,governance
1815,boilerplate
1816,boilerplate
1817,boilerplate
1818,boilerplate
1819,intent
1820,deployment
1821,deployment
1822,boilerplate
1823,boilerplate
1824,other
1825,deployment
1826,other
1827,deployment
1828,deployment
1829,deployment
1830,deployment
1831,deployment
1832,other
1833,deployment
1834,deployment
1835,other
1836,other
1837,deployment
1838,deployment
1839,deployment
1840,deployment
1841,deployment
1842,deployment
1843,deployment
1844,other
1845,other
1846,deployment
1847,deployment
1848,deployment
1849,other
1850,deployment
1851,deployment
1852,deployment
1853,other
1854,other
1855,boilerplate
1856,deployment
1857,deployment
1858,deployment
1859,other
1860,other
1861,boilerplate
1862,other
1863,other
1864,boilerplate
1865,other
1866,other
1867,boilerplate
1868,deployment
1869,deployment
1870,boilerplate
1871,boilerplate
1872,boilerplate
1873,deployment
1874,boilerplate
1875,boilerplate
1876,boilerplate
1877,deployment
1878,deployment
1879,boilerplate
1880,boilerplate
1881,other
1882,boilerplate
1883,other
1884,other
1885,other
1886,other
1887,boilerplate
1888,governance
1889,boilerplate
1890,boilerplate
1891,boilerplate
1892,boilerplate
1893,boilerplate
1894,boilerplate
1895,boilerplate
1896,boilerplate
1897,boilerplate
1898,boilerplate
1899,boilerplate
1900,boilerplate
1901,boilerplate
1902,boilerplate
1903,boilerplate
1904,boilerplate
1905,boilerplate
1906,boilerplate
1907,deployment
1908,boilerplate
1909,deployment
1910,deployment
1911,deployment
1912,deployment
1913,deployment
1914,deployment
1915,boilerplate
1916,deployment
1917,boilerplate
1918,deployment
1919,deployment
1920,deployment
1921,deployment
1922,deployment
1923,deployment
1924,other
1925,deployment
1926,boilerplate
1927,boilerplate
1928,deployment
1929,deployment
1930,deployment
1931,boilerplate
1932,boilerplate
1933,deployment
1934,deployment
1935,deployment
1936,deployment
1937,deployment
1938,deployment
1939,deployment
1940,deployment
1941,deployment
1942,boilerplate
1943,deployment
1944,deployment
1945,governance
1946,governance
1947,boilerplate
1948,governance
1949,boilerplate
1950,deployment
1951,other
1952,boilerplate
1953,other
1954,other
1955,deployment
1956,governance
1957,governance
1958,boilerplate
1959,deployment
1960,other
1961,other
1962,deployment
1963,boilerplate
1964,other
1965,deployment
1966,other
1967,deployment
1968,deployment
1969,deployment
1970,other
1971,deployment
1972,deployment
1973,deployment
1974,other
1975,deployment
1976,deployment
1977,deployment
1978,other
1979,other
1980,deployment
1981,deployment
1982,other
1983,other
1984,other
1985,deployment
1986,deployment
1987,other
1988,boilerplate
1989,boilerplate
1990,boilerplate
1991,intent
1992,boilerplate
1993,boilerplate
1994,boilerplate
1995,boilerplate
1996,boilerplate
1997,boilerplate
1998,boilerplate
1999,boilerplate
2000,boilerplate
2001,boilerplate
2002,boilerplate
2003,boilerplate
2004,boilerplate
2005,boilerplate
2006,boilerplate
2007,boilerplate
2008,boilerplate
2009,boilerplate
2010,boilerplate
2011,boilerplate
2012,boilerplate
2013,boilerplate
2014,deployment
2015,boilerplate
2016,boilerplate
2017,boilerplate
2018,boilerplate
2019,boilerplate
2020,deployment
2021,deployment
2022,boilerplate
2023,boilerplate
2024,deployment
2025,deployment
